kind	id	sha256	verdict	notes
asset_page	pixels-checker-012.png	ed17e19dcafce2db0e0518d7ece4663d2208bd2c710f4d4227239fa4e4affca0	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-013.png	052a7ec19039f643989a5ae19169bf3a1ddb28b52ec68950edf94c2f97ea8064	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-014.png	bdc8bfa020f3d1dab9e7461f194ecc38e6045fe4882d72338a6600a1384efc9c	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-015.png	6e9dbfae5467d5c9c44bc84d3de1fa43d1b20d4daa2d96df6c30e807438140fa	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-016.png	2fc069e77143a6170c755c267742b6cb537c2efa3cde6874f578d2f0b917005b	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-017.png	b878c35d0753344bcbf1e0a3937812dbd254fbed658188618987b621b442b83b	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-018.png	e8b7df6a2b7af4801bb45a489dff93e1d9fff3bcb6268914dff649ef14b8c55e	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-019.png	b1f31bfc1d24df11593f306805407a8ae4eaba910aa0f58d6c4609558341b924	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-020.png	a0b16fb23c4f6eb01cd30f30156dcc6773573e8da5ddbce623ebca5688b0f767	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-021.png	744a8d08e10c0dc3947c878880ce54c39f2105b6ea0f5a10904ee8a438a60a48	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-022.png	0965ea740bd36040bc9eb3f53b3d3314c94f1267bc64305b909d28469b280120	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-023.png	550ac0e12d1aa2444d538f1e30edaf605204fbbd79d9799c0cdae8dc827be7b3	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-024.png	4fbbfb3b32200cdb84d4a4168c59a15f97391ceb96ad72503d3e49d4976a4e8a	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-025.png	3a8df63510b7c5b5abc46c7b9f90c25af7d8993ac625ca123526a6d7cc99123b	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-026.png	8c7d90861c73e8256045b98bda92f149bf98032974a0c3fe695a9a76cf8ed159	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-027.png	6cddb111f1a8702de5ecaa23d4e4332e13ddb970ca199fcc81a0806134c01327	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-028.png	b577bab4d9aad8c5398ce25feaf760d75168343e8041815dd082e25af7334076	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-checker-029.png	b34cb42d5d069f04aa3e2cde020b9814083b736a3a85cf20ee86039d4586fd03	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-000.png	45e2370304e1d8544c25f34143b283aaf240718faf7f6405502174a2a7557812	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-001.png	54c685d946769427a04dc1f97c0f561e77d6faed8fe74183436847f48787f062	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-002.png	26c47df2c20d89eec24a18b2e9546da61a2e38e3220ea07d148df5dee35806d8	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-003.png	f42fe9d84b76594b974fa9fddf9047611bf98bed20b9d1552547b5608bcfd708	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-004.png	76686e4c33a7d43aa51b08a559058155b846116e7df75843f0622b5376b6a538	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-005.png	1f1f30af0ce9387c94783811fe60992d59f12e86a136976fbbb499867bf0c374	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-006.png	600cdf3f05411f505fe5d91960ddd47f0b3a8f52ece770c3fe82f3ce514cc98a	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-007.png	791cb463ec4961bf2a9797970f8cce7ca78c51d5d9e8fd202ee52768d379381a	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-008.png	ec904824988147d96f57bdaec6fdbc002f6ba30442d3ae4bcdb5ba51f244dfd2	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-009.png	cc76d5146e9b04fc787f4467bf0a69b507ae35d34a5823a4cc39c5795ffbf0c4	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-010.png	0bc3f58962f24cc6d92da069b0e4ec5cdba5861b55800d5c51ec360c22b180e2	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-011.png	eb0a52dab1631f6836578edb1c81bf66930cc1019e4e4ef1166ccee0428938b2	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-012.png	29d56839c80861b544f61cdb5f72300bf2feaf261cb56fd55a7026961a3f3e8f	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-013.png	3e382153f3b9f8ff5986af996e98483520e530526abfe220161a694ba8bd7e69	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-014.png	7ee66a5bf63c92340b1ca08d5141c8e21d6bd8d4bfd4f4f34a2e2cebe3a8df1b	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-015.png	b01b1d8995f6b1863278142627c5ab76cad031b049906e1a757437b4fe7a1598	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-016.png	f4d65d4d9b193e507668fd9ac99dbec2b9fcaad2d843266c524488fbb2ad7fe1	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-017.png	146ba58fa60b83014a9aede16e9aa47a2e75b200b72df21b043e409d67131511	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-018.png	956010a6bd739b8f1562fe0e5c066c08aa3de3fa71693725708f3151dd9207c2	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-019.png	eb7ef580b24129700be88c7497eca9f5e7aa5a0fbfa85802852c79e2b46718a4	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-020.png	da7cf90ce7e82bf7e51d85ad8b2f1bfb84182f8c81315e3891f55aff286de758	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-021.png	27c0967bbbea18bd3947b86cacf4fe9e29230dcfba519c09491c0ae0acc171c2	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-022.png	8d1aa66854c9dd43f9e2bf5bb866d9e18a9d8752874e2ca407083cb313edb8a5	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-023.png	a11421ecfda608c1fbad6344bac2c4f92fcf86ac31b8093925f62e51b8e5a52c	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-024.png	b1e5a2812c9c292dc45dc4ba5e96c22e9a274c08c59cf8a251fd5f846e5c8a6d	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-025.png	727415471c12ea17909510a3ac3acc265151c25560c017d34ca36d6b4acc93c1	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-026.png	01e2291c3891ebfc1805be0356de441055065bcebaffa6e8e494decc7b995242	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-027.png	fc4a1dab74db16dc8076949017242820a9c26003f499e087b4b54fde3d10d2e7	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-028.png	acdcfde3d88625072cdec304d739a346a02a37bbeadeb7d90fe5414b302c0e29	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-dark-029.png	aa1f7ccd689e65bc4cd5cca9c97a447d823a57ac165c9958be84c68ae3cffb4f	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-000.png	fbca7d9cafe40489790f2d88635adfbdfc4b7163bc1307cdcb78a5ad2c64d1a7	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-001.png	0390e28abf9dc1b840f045571b23cfa2b7e46b9f3ae2492d2fdd045a0654c1bf	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-002.png	b4d9248a0e5420323d2537873c99caef21d378f8569c55d516dec5dd9505891a	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-003.png	f836ec00acb13af94119640f5f9fe19b2faa4c36ec8aeb007c9da22513858d16	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-004.png	e4dc1b18635153e4ce1eced63ad0eb036c4e6c73b01029fcf86306e93fc7ce73	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-005.png	aebf234e368978e904320377c364277275fb79057e0200c758b0d9a2de3f25f3	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-006.png	0def9e3c8258324137092ae6afe746f2026c8f1177a0b6c05622a954c2a0dd9b	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-007.png	c3980e76e7fb591f743bcbbfffa8b021340208f216f70074a02295cb04e79759	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-008.png	45109ee0e914836b10a70ef6457db6459856e653b55419050933e8cf0c9d38ac	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-009.png	4df98692b6776c559aad28b1c2f3142ffaada8a66bf6811e83c7215136da8767	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-010.png	9ed7b457bd233d144507eebd64ac29d4362276c0d7d17bfd4fc56932f2e3098c	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-011.png	e42bf766ec15c8c0364840a60b889be9414eb359b61c4a2919d5abce075bb99a	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-012.png	fcbcdd14ab6000ad41b15835299d02ee87226bc0d9e43a830c802f541ea7ed85	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-013.png	c1121e74159bd1ab35659aff7a22554f72860a14c4d58955f130dcf5e335fd37	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-014.png	d93db2cfc90aa2bfe2b02c5668a02a2ada6ef472d7a1efaa47540b5bac23aa8d	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-015.png	fc3de15172acc648cf46b5f80a935924ffbcbc0b0bd5519e17df8aba97d1dacb	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-016.png	07740c4956764a01e8770189506e47c6a1f9bd699ea8385bb3291a11dc2ca2ea	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-017.png	a348ea705d9d36fe61200f4cf74c86d60972527a4e29897dde387e1e3aa92fe5	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-018.png	a7ea1d849489f5d0ca857de3cdb32607fe59ee6dc29e2aba0520c7ae3100ded8	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-019.png	6cbfc22424c9fbe0b8f19864be77284edabb7988a79ed7b2565413ef829228b4	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-020.png	e50967a5dd8ab0fb8df7eccb28566e93d67d9e955fc6854807dc454362bdfdba	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-021.png	fa26b59ba1473b10cd32c9db21f483e0856623fd96f50f6866b0864f99748a43	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-022.png	7e4344b672387e217f4f19fd0bb0063e0c386ed5405d474c16748a582b1c7273	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-023.png	59d2b653b1940fea4f4974fc16b965a11ef4c46bd2ea5c770b12fc45c5fffc95	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-024.png	0b0280517c543e1f35b38574ca708f4dfcde81e013bfc88a3cf32da211684790	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-025.png	6b2f62169f383d19b4e892439ef4fb33133a3ec5b992c0ca304abe4bbb1e201f	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-026.png	1d5250de00d060e5f895b817183eff925366096bb70d0ea30f2197261e5c71c7	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-027.png	d967772df519ad391654761801b84f84d063ec9f747bd710ce5355e08851d8d2	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-028.png	1436b291c2f5303bb4644c567933c27d2f5ef63e877f9187cca2e241a764cbdc	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_page	pixels-light-029.png	65a508c3ffcba96e4572e6f111d245bb69598004b4d9c3c09ff6155fd1f0412b	PASS	Manually reviewed complete uncropped light/dark/checker frame-mip page; structural/pixel evidence only
asset_source	blockstates/amethyst_ward.json	4c823ebbcfa900cad812b37daabe93f9772a4a277f824d7d526d8c34649dccbd	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	blockstates/arcane_crucible.json	29dec835b13126b21aa7b7feca5fde2c7add6a53e7882fa4419b80c795c283bf	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	blockstates/darkness.json	9a3e8bb90dd6e5d773282af98ce69b181fdf62c1f3c43bd72c818c7558b63dfe	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	blockstates/pure_light.json	c4375fe29f91fee9419696165be9c06a9e00054200158854eb534bd17894c068	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	icon.png	00ea24abeb49b0be46db04a7f112a02eaef935ef6f2beee24f1e5386fbea552a	PASS	Manually reviewed all frame/mip page locations; structural/pixel evidence only
asset_source	items/amethyst_greatblade.json	8a7efc31e4142cce6a3ec15dbe097f750f89381e1b0f70ec30bbe9460b23ee0b	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/amethyst_greatpick.json	0c65215994072c4a3f3af8c7be8f59b8573f5a4ac9a79c774ed750032fea0558	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/amethyst_greatshovel.json	0aa1d48a348fe982d78b3c4fc45512313d18158797de03440eade9a4b886401c	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/amethyst_ward.json	17db6b6fb565a95bf214116709e36cc6eaa03c9a6603eb17c6c126fac0343d7f	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/ancient_greatslab.json	442f7856446343e05aee80085797b03220397fb089884cbe0ef67efc8385ec2d	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/arcane_crucible.json	2ba1e25f651d10f1bb5ffc11475d3abb856ab8d4bb3c9f613f5be33115655e5c	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/azure_dagger.json	be45473093b279f6346b04303e96c2d4f88517d1124640701b8bb07a56587e1e	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/azure_greataxe.json	785240611405c7e73f83a3ac61161062c3373f1c5a281b0dbad558ec11415b99	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/azure_greatsword.json	722c8f982f810ebfbaf03b5a0017bb8eea14be1881c9240e34455111d7ce720d	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/azure_pickaxe.json	c39c09317011c3a590f186448f2aec29ab8a72252780e4fe113d72a7785eb867	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/azure_sabre.json	1207b87e3e5b109f860e8011c285568191778e665908265072026f2162741eb3	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/azure_scythe.json	ac8c73afe6584d75ca781570938151fc732e888f22107980ccde342338485e54	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/azure_shovel.json	3a355c55287fe890a02fb1cd5942d1968cee7051d7d0b8b7f5e811d4ece2afa8	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/berserkers_cleaver.json	59a3514c330e4a09315869235a9e13868f97001ed995caf023ac5d275cfb4eb9	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/berserkers_greataxe.json	7c5bf54b53b0a69c286b252de3f3501449f2ede5d5c386154880d940d074f330	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/black_iron_clobberer.json	3c01b85181a81376a3843f746719759f29d739ffe4cf2272e3ac449d4e3019e0	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/black_iron_greataxe.json	dee147f5b1eb8f780568143e203db845cdc2b8d0debd8144bf7ba89854eac65c	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/black_iron_greatsword.json	0f2e5e65e4bb73a70d1fd4463697107122fe068271729d47892949b1c4c30582	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/blue_crystal.json	fef7a3dc624f005a57c7f94375ff0cb85c28f34ff798718abcc4cdc70a709ab6	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/calamity_blade.json	342f3b8ed70bcc8666722cbfb6fa936bc946c930f389e3f58b45602eceb5ff4b	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/claymore.json	98157d3f8977541b88c5697296cf63f3ce6916c39c1f934fec4d7013884c6673	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/crescent_greataxe.json	7f3ff841278e88066a1c5d493ca28cba918bf2e95e0373d73f28a3d5779ad855	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/crimson_cleaver.json	b3e0c896652ebc788c5ff0bb8bccc459feeb1901ca90cafa66105126589490d3	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/crystal_frostblade.json	e5279af32ad3916f07b4b68e2a50607fffd27841d0809cba3b4408dfa4af2a03	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/crystal_frostscythe.json	a61fa52855a9711a840d8ccf9858f146249f43101e8c24a97a18a8b63d399750	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/dark_crystal.json	bace69a6a98577ce5a3ff07c0925c34b28d8cb026e2642c1b25568e5ba9363a5	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/dark_herald_spawn_egg.json	b5d42e32cde2c0af85d5314389925a7121782ae0efba3b7750bb25eaa713cea3	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/darkness.json	c9901d13d5f19f1ff3e8fd883db8b9b9b01ce61b834c9a05b8a2b7b59b756c2f	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/darkness_creature_spawn_egg.json	47e6ae4e7f5f65a9c272ce72afb9eabcfc34080d5cdf00a3db0c125e58a1bbb4	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/demonic_sword.json	e50cd0231a95978240edf50a9b19c06400b0dbeb838eb25c047b0c51aa09b595	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/demons_blood_blade.json	afc1728e2cff7e643d5b34d08438527091c7372556d201471e5d2b12e4b03308	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/demons_blood_pick.json	9af6ce97120ed0f83254dc76dcf49a9befd8d2fb4b87e21752ae74ac5a61139b	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/demons_blood_shovel.json	5b24e133742ce9aba63428ad26813f3941363b4b7c83efeaf6192f8f678bff14	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/demonslayers_greatsword.json	c6066dcd07c17b7d59d3c1941224c76bad6252932328f7c46259ef6ac319b2ab	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/dragon_sword.json	347aa0077e1776dc1d0e3f065d791cfbb5217de8e1a52f0d031ba79c4d9f1cc7	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/emerald_greatcleaver.json	4fca3bb52321c172ebc4b45e482a8cbd5930495cd78de055fa52ff2eceb8190d	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/ethereal_frostblade.json	c94c3821ab739eda85d78ea571f056676139f7d5cafad2a797edf8c8d37b33f9	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/first_vessel_spawn_egg.json	6a73394cbb7ae7cbe4b2a41fcf63b77d45a9fd8e942bafafce6f41bac2a0a444	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/flamberge.json	f69356c1d3de9842f7281a49e375cb7d806afece76633347741111872287981a	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/gilded_phoenix_greataxe.json	2bb2cfa02d0704b3db465cabb5a2372ca461430f2221874eee5aa4d3f890ef7a	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/gloomsteel_greataxe.json	6ac1e2b8d8efd8c08f5ee3a892ece9c8b73915bab64c88543b89bb7fb96e5cd7	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/gloomsteel_katana.json	be5e83eb17abbd14c4ffe6d1a61a096247fd9f6cf71d21c433dc045905e55026	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/gloomsteel_knife.json	45be105ba4b0546300ba2c4c8037d086ca540207920b20bc977249ebcc3a7236	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/grand_claymore.json	d04c23ba0e326828a5b630f31fb003bdbc9b60377af1c3b4926e1c34dc0a7b49	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/green_crystal.json	719bbea9f0f66547057fd869f4451dbb5fd840868b8ab9a3b447277765ba145f	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/heavenly_partisan.json	20f74634338fa51b9002b631bcd271a6da36fce2d51739619e39750d46cf16ab	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_ammolite.json	28f21131be28ebd5d06628e0f9203b08b37bbbeaafaa8bfe91f48875baa9005c	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_amulet.json	86923fc9d476a8a0142704928c821a931bb4802fd83e8d054a9414794cee9cd9	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_beating_heart.json	81230943b2cd0f94f78cb79171cb7d2d838da64003158f4e286c39d752b91d2f	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
